Date,Time,Tweet,Symptom,Link
14/11/2020,2:20,"RT @VladVexler: #VladsMEdiary Ep. 84!
How M.E. (chronic illness) QUICKENS and SLOWS time.  
#pwme #meawarenesshour #LongCovid https://t.câ€¦","illness,chronic,quickens",
14/11/2020,2:12,RT @sydlovesspuds: CDC recognizes #longcovid which is a victory of all of us long haulers â™¥ï¸,"long,haulers",
14/11/2020,2:12,RT @ahimsa_pdx: Request for my US followers: if your congress rep is not already in this list of co-sponsors for #HR7057 then please ask thâ€¦,"list,...,ask,co-sponsors",
14/11/2020,2:11,Today I realized Iâ€™m terrified of getting brain fog or cognitive slowdown or losing my words in front of anyone whoâ€™s not my wife or sister. And! Zoom makes that fear much worse because IRL my close friends know me well enough they could easily fill in my words for me! #LongCOVID,"cognitive,close,zoom,losing,realized,words,friends,brain,slowdown",
14/11/2020,1:53,"Hereâ€™s a thread on why we see so many media â€œhit piecesâ€ on patients with contested illnesses. If quality #journalism is to be produced, we need #journalists with lived experiences. This will become more pertinent as #LongCovid becomes more prevalent.ðŸ§µ #media #PatientExperience https://t.co/nSOLqn6fvR","pieces,lived,patients,illnesses,produced,media,quality,experiences",https://t.co/nSOLqn6fvR
14/11/2020,1:50,A restful weekend planned and hopefully this 2nd positive covid test and #LongCovid will start to ease. Been a living hell. https://t.co/W4uRzdpBGz,"positive,hell,living,covid",
14/11/2020,1:45,"@kylieminogue
Wonderful news. Been with you every step. #KylieMinogue #LongCovid
BBC News - Kylie Minogue sets UK chart records with her new album, Disco
https://t.co/6cHweVSnZh","kylie,album,disco,news",https://t.co/6cHweVSnZh
14/11/2020,1:44,"RT @Paul_Wischmeyer: Great paper on #LongCovid in @AnnalsofIM
Shows critical need for novel #rehabilitation &amp; #nutrition interventions inâ€¦","interventions,need,critical",
14/11/2020,1:43,Iâ€™m mentally and physically exhausted. Found out today that I may have autonomic neuropathy (thank you #LongCovid ðŸ–•ðŸ»ðŸ˜¢) but was prescribed some meds that I am very optimistic about after the first dose.) ðŸ˜¥ðŸ¥±ðŸ¥±ðŸ˜µðŸ˜´ #Dysautonomia  #COVID19,"dose,meds",
14/11/2020,1:38,"@shomaristone @nbcwashington @MSNBC Tell them about #LongCovid â€¼ï¸ ""Terrifying thing about COVID &amp; its aftermath of chronic pain &amp; post-viral fatigue, is that it is unknown &amp; incurable. You can hear the hesitation in your doctorâ€™s voice when you ask how long itâ€™s likely to affect your body"" https://t.co/Q7gHOINxl9","long,incurable,voice,pain,chronic,terrifying,aftermath,fatigue,post-viral",https://t.co/Q7gHOINxl9
14/11/2020,1:23,"â€œStudies show women are four times more likely to experience long-term COVID symptoms, lasting weeks or months, including fatigue, weakness and a kind of mental confusion known as â€œbrain fog,â€ Klein noted.â€ #LongCovid
#sarscov2
#autoantibodies
#interferon https://t.co/JtRtJMdtfc","confusion,likely,months,covid,weakness,including,fog,experience,noted,mental,klein,lasting,long-term,fatigue",https://t.co/JtRtJMdtfc
14/11/2020,1:16,"RT @james__glen: ""Long Covid: Tennis player @GrigorDimitrov on still suffering from coronavirus symptoms months later"", also featuring Olymâ€¦","tennis,suffering,covid,months,...,olym,player,coronavirus,featuring",
14/11/2020,1:14,"RT @james__glen: â€˜My six-month battle with Covidâ€™ by @MeltonTimesNick  feat @NPridden  
|#LongCovid #longcovidthread @long_covid| 
https:/â€¦","covid,feat,six-month,battle,longcovid",
14/11/2020,0:57,@EveryAlbertan @TinDizzy The long term effects &amp; potentially life long disability are not being discussed nearly enough! #LongCovid,"disability,long,effects",
14/11/2020,0:56,"Does no one realize that if Health Care Workers keep contracting #COVID19 we are in for a world of hurt? Consider both loss of hospital capacity due to staff shortages (both short- &amp; long-term) and further burden on the system with those with #LongCovid unable to work.
@adriandix https://t.co/JjsUmyjG58","unable,world,workers,health,shortages,burden,staff,capacity,care,long-term,hurt,contracting",https://t.co/JjsUmyjG58
14/11/2020,0:54,"Infected again or endless #COVID? How the 'reinfection phenomenon' could impact #vaccines #herdimmunity and #humanbehavior 
#CovidVaccine #COVID19 #coronavirus #CoronavirusVaccine #SARSCoV2 #SARS_CoV_2 #virology #Immunity #vaccination #LongCovid  https://t.co/smmRljfwYr","'reinfection,phenomenon",https://t.co/smmRljfwYr
14/11/2020,0:50,"RT @IrmaRaste: ðŸ™for the answers! #CXOtalk
In the time of #COVID, #registries are important resource to get #data otherwise not accessible -â€¦","resource,important",
14/11/2020,0:38,"RT @LongCovidWales: A sports instructor suffering from ""long Covid"" says she struggles to speak, climb stairs and do everyday tasks since bâ€¦","long,covid,speak,everyday,tasks,stairs,climb",
14/11/2020,0:37,"RT @SALT461: @HackedOffHugh Get your eyes checked, ASAP! 
#LongCovid 
#COVID19 
#AnnaEberstein","checked,asap",
14/11/2020,0:36,"@HackedOffHugh Get your eyes checked, ASAP! 
#LongCovid 
#COVID19 
#AnnaEberstein https://t.co/Omi2XCz5Pe","checked,asap",https://t.co/Omi2XCz5Pe
14/11/2020,0:22,RT @ahandvanish: We need to get the message out that you're not doing your job as a clinician if you just look at that test and immediatelyâ€¦,,
14/11/2020,0:16,"RT @MonicaMalta7: I had #COVID19 in May and still have symptoms 
This is my journey 
ðŸ‘‰ðŸ¾You donâ€™t wanna be me
Please read &amp; share
â—ï¸Plsâ€¦","wan,share,pls,...",
14/11/2020,0:13,RT @CHSSKath: Many thanks @DAJCameron for putting this important question on #LongCovid to the FM today @scotparl  Disappointing to hear thâ€¦,"hear,question,...,important,disappointing",
14/11/2020,0:13,@JessicaValenti Iâ€™m feeling way beyond - with all this new knowledge about #LongCovid and heading into the winter...,"heading,knowledge",
14/11/2020,0:07,"High time for #Europe and esp. #Germany to join international #research to end #MECFSðŸ‡ªðŸ‡ºðŸ‡©ðŸ‡ªðŸš¨
#pwME #LongCovid @OpenMedF
@Europarl_EN @EU_Commission
@WissRat @rki_de @dfg_public
@cducsubt @csu_lt @spdbt @Die_Gruenen
@TU_Muenchen @LMU_Muenchen @Uni_WUE
@WHO
https://t.co/duKrFLEaFw","international,join,esp,end",https://t.co/duKrFLEaFw
13/11/2020,23:53,RT @ColinFranzMDphd: So in awe of this shout out by @MVGutierrezMD who is leading the #Physiatry paradigm for #COVID19 #LongCovid and reducâ€¦,,
13/11/2020,23:46,"First round we had @HistoryVikings Saxon Queen @MrAmyBailey now we have the warrior #vikings Queen @KatherynWinnick on the judging panel ðŸ° ðŸ§ @bake4mecfs 
*
We wait patiently for you to BAKE #bake4mecfs #LongCovid #chronicillness @OpenMedF 
ENTER â¬‡ï¸
https://t.co/hsQQeWThLg https://t.co/BWIimfaXvj https://t.co/VRGW54cVfC","judging,panel,wait",https://t.co/hsQQeWThLg
13/11/2020,23:35,Persistent fatigue following SARS-CoV-2 infection is common and independent of severity of initial infection - #LongCovid: we need to take it serious and understand it better. https://t.co/QX4GVvY12F,"understand,infection,sars-cov-2,initial,better,independent,severity",https://t.co/QX4GVvY12F
13/11/2020,23:17,So in awe of this shout out by @MVGutierrezMD who is leading the #Physiatry paradigm for #COVID19 #LongCovid and reducing #healthdisparities with @UTHSA_RehabMed. Show us the way!! @AAPMR @AAPhysiatrists #AAPMR2020 https://t.co/uOFmwn3BY4,reducing,https://t.co/uOFmwn3BY4
13/11/2020,23:17,"Preprint
""Post-acute #COVID19 syndrome negatively impacts health &amp; wellbeing...""
""Most prevalent persistent symptoms were fatigue (92%),loss of concentration/memory (74%),weakness (68%),headache (65%) &amp; dizziness (64%)""
https://t.co/D97fnOvuyr
Sounds similar to #MEcfs
#LongCovid","prevalent,syndrome,post-acute,concentration/memory,dizziness,persistent",https://t.co/D97fnOvuyr
13/11/2020,23:06,RT @adamhamdy: 2. Dr Fauci says the latest NIH studies suggest 25% to 35% of those infected may suffer long-term symptoms. We don't know whâ€¦,"studies,...,nih,long-term",
13/11/2020,23:04,@ArbiterofCool I have a friend who is in her 30's with #LongCovid.,,
13/11/2020,23:04,"RT @ArbiterofCool: A disgusting lie from Trump that nearly 100% of COVID patients make a ""full &amp; complete recovery"". 
Literally 25% to 33%â€¦","complete,patients,recovery,covid",
13/11/2020,23:00,Is THIS What's Causing #LongCovid? | Viral Persistence at 4 Months - New Study https://t.co/Q3faNDvrmH https://t.co/kHbPE8YRKy,"viral,persistence,study,months",https://t.co/Q3faNDvrmH
13/11/2020,22:56,Post-acute COVID-19 syndrome negatively impacts health and wellbeing despite less severe acute infection. #LongCovid #longhauler https://t.co/LvGtJ4zHrT,"severe,infection,syndrome,health,covid-19,acute,wellbeing",https://t.co/LvGtJ4zHrT
13/11/2020,22:47,"Mt Sinai post-covid clinic finds the same thing we did in our #LongCovid report from May: comparing symptoms of negative &amp; positive COVID patients don't find significant differences. (We found the main difference was how early they were tested - day 10 for pos, 16 for neg!) https://t.co/P2lY5yxRGG","covid,patients,significant,differences,main,clinic,positive,difference,post-covid,tested,comparing",https://t.co/P2lY5yxRGG
13/11/2020,22:46,RT @LongCovidSOS: One in ten people who have overcome coronavirus continue to experience symptoms. 80% are women between 36 and 50 years olâ€¦,"people,continue,experience",
13/11/2020,22:42,"@RealMrBehavior @OurMindsNotURS @SteveOnSpeed Itâ€™s a huge deal for the people whoâ€™ve died and their families &amp; friends. Itâ€™s also a big deal for the many thousands of us with #LongCovid, ill for months, no end in sight, doctors having no idea how to treat us.","sight,months,huge,people,doctors,big,idea,deal,thousands,friends,end",
13/11/2020,22:36,"Podcast:  a deep dive into #LongCovid 
https://t.co/UXXCaXpN4s","deep,dive",https://t.co/UXXCaXpN4s
13/11/2020,22:25,@ClueHeywood Dying ðŸ¤£ Hopefully he has none of those annoying #LongCovid symptoms.,annoying,
13/11/2020,22:24,RT @MichelleBull4: The clues are all there in what our patients are telling us if we ask the right questions. Physios (and our OT colleagueâ€¦,"physios,questions,telling",
13/11/2020,22:24,"RT @GloPID_R: Join us to find out - open to all!
Take part to contribute to the answer
9 &amp; 10 December 2020
@GloPID_R  @ISARIC1 #LONGCOVIDâ€¦",open,
13/11/2020,22:23,"RT @MichelleBull4: Once the worse of the acute illness is over, as physios I think our instinct is to use our traditional approach to rehabâ€¦","traditional,illness,...,rehab,approach,acute",
13/11/2020,22:23,"Here's a podcast I did with @BMAScotland on #LongCovid 
It's aimed @ #MedTwitter 
How can you look after your colleagues with longCOVID? How can employers look after their staff? If you have longCOVID and are a doctor come and join us in our support group: https://t.co/d4oM3Plmgr https://t.co/L9v6Oz0DGB",support,https://t.co/d4oM3Plmgr
13/11/2020,22:23,"RT @CiaraMacLaverty: Important, compassionate thread. Sane science. First do no harm. #LongCovid","compassionate,science,sane,thread",
13/11/2020,22:15,#HAILMARY! #AVEMARIA! VERY BUSY DAY! #EXPERIMENTALSTATION #EXPERIMENTALTABLE #EXPERIMENTS DONE! #LONGCOVID #LONGHAULERS...as high as 40%! TAKE CARE! Debilitating! #COVID19 SOLUTION...this is CHRONIC...many months! BTW...STRETCHING EXERCISES...VERY GOOD!#PROFESSORDEAUNA! Ask me!,"exercises,months,ask,stretching,chronic,...,professordeauna,busy,care,btw,debilitating",
13/11/2020,22:14,RT @AGILECSP: Suzanne thanks everyone for their efforts during #COVID19 and is now focusing on how we move forward with #longcovid and #rehâ€¦,focusing,
13/11/2020,22:02,"Many people who are living with #COVID19 need to be readmitted to hospitals
#LongCovid 
#longhaulers https://t.co/IUEqXRsutT",living,https://t.co/IUEqXRsutT
13/11/2020,22:01,"The Long Term affects of people who are living - but suffering - with #COVID19 
#LongTerm
#LongCovid 
#longhaulers https://t.co/AGU2VVl6v8","long,affects,suffering,people,living",https://t.co/AGU2VVl6v8
13/11/2020,21:59,RT @DrEReinhold: Anyone interested in #research into #LongCovid and #MCAS overlaps or treatment possibilities? Give me a shout. I have ideaâ€¦,"shout,overlaps,idea,...,possibilities,treatment",
13/11/2020,21:49,RT @herlifeinpixels: This isn't surprising to most #LongCovid patients. ðŸ˜”,,
13/11/2020,21:39,"@CaroleBruce17 Carole, may my author-persona quote this tweet/these hashtags @J_E_Barnard is writing a blog on #MECFS &amp; #LongCovid for the publisher of The Falls Mysteries which have a PwME in them.","tweet/these,blog,author-persona,mysteries,pwme,falls,quote,hashtags,writing",
13/11/2020,21:38,"Going through terrible anxiety, flashbacks &amp; sleeplessness for weeks as my cptsd was worsened from having #longcovid Finally accepted for anti anxiety Med offer but have to wait till mon for an exam. Trying to survive till then.","survive,anxiety,offer,flashbacks,mon,sleeplessness,accepted,med,anti,wait,finally,till",
13/11/2020,21:34,@PWGTennant @melb4886 @SkyNews Yes but suspect #1 daughterâ€™s hearing loss and tinnitus is #LongCovid,"hearing,suspect,daughter",
13/11/2020,21:31,"A disgusting lie from Trump that nearly 100% of COVID patients make a ""full &amp; complete recovery"". 
Literally 25% to 33% of COVID patients end up with the horrors of #LongCovid !!! 
He has never once acknowledged these people, which are now in the MILLIONS.
#TrumpPressConference","complete,acknowledged,patients,covid,people,horrors,recovery",
13/11/2020,21:11,RT @long_recovery: @PaulaScottUK @janet_cutts I truly hope that with such a large wave of chronic illness from #LongCovid all reserch and fâ€¦,"illness,chronic,reserch",
13/11/2020,21:09,"Phil Parker now peddling The Lightning Process for #LongCovid.
NICE draft guideline ME/CFS (page 28):
""Do not offer people with ME/CFS: 
""â–ªï¸ therapies derived from osteopathy, life coaching and neurolinguistic programming (for example the Lightning Process)."" https://t.co/MGnr9U5Cxm","therapies,coaching,neurolinguistic,process,guideline,people,nice,offer,example,peddling,page,programming,osteopathy,lightning,me/cfs,draft",https://t.co/MGnr9U5Cxm
13/11/2020,21:06,"RT @WardWeistra: Thanks to @ePatientDave we're continuing to bring patient perspectives to #FHIRDevDays, with Hannah Wei on the first day gâ€¦","perspectives,continuing,patient",
13/11/2020,21:06,"RT @RobertHMcMullen: In a recent letter to the BMA, doctors with #LongCovid  (@amyismall) said they had â€œlearned from the experience of peoâ€¦","bma,peo,doctors,...,experience",
13/11/2020,20:59,"Great paper on #LongCovid in @AnnalsofIM
Shows critical need for novel #rehabilitation &amp; #nutrition interventions in #Covid19 https://t.co/BcOTgfdLwU","need,critical",https://t.co/BcOTgfdLwU
13/11/2020,20:59,"@expose_gang @SteveOnSpeed I hope you're able to connect with resources and communities that can help you. There's lots of support in the #mecfs community, and #longcovid, although that's focusing on post-viral symptoms rather than lung-damage etc, so it depends how he's impacted. I wish you all the best.","support,able,community,connect,post-viral,lung-damage,lots",
13/11/2020,20:56,"RT @ahandvanish: ""When you have such a high false negative rate, the idea of hanging a diagnosis on such an unreliable test is poor medicinâ€¦","diagnosis,hanging,...,poor,unreliable,negative,medicin",
13/11/2020,20:46,"It was super exciting to hear that Mt Sinai's post-covid clinic is using our @itsbodypolitic Patient-Led Research to inform their work! ðŸŽ‰ This is a great podcast covering so much, including discrepancies in testing &amp; the *amazing* @chiluvs1's advocacy! #LongCovid #longhaulers 1/ https://t.co/idIC2xm4LI","advocacy,hear,discrepancies,including,great,patient-led,clinic,exciting,post-covid,research,podcast,amazing",https://t.co/idIC2xm4LI
13/11/2020,20:46,"#WorldKindnessDay #longcovid 
quote by anonymous or @C19longhauler https://t.co/ikInxMx2L6",,https://t.co/ikInxMx2L6
13/11/2020,20:40,"RT @ruth_lampard: This conversation was so great!
@itsbodypolitic 
#LongCovid",,
13/11/2020,20:33,@RealMrBehavior @leeastwood @OurMindsNotURS @SteveOnSpeed The survivors are the ones left with #LongCovid and permanent organ damage.,"damage,ones,organ,permanent",
13/11/2020,20:28,"*quote, #C19longhauler 
#WorldKindnessDay #longcovid",,
13/11/2020,20:27,"RT @preshitorian: #LongCovid (8 months) hospital visit No. 6 today. Of the six, 4 were for the heart (3 of which A&amp;E), 1 to check kidney fuâ€¦","visit,...,kidney,check",
13/11/2020,20:22,RT @NomadTonya: @mmpadellan No. I have #MECFS so have lived a pandemic lifestyle for years. Have more connection &amp; healing help with my felâ€¦,"healing,lifestyle,pandemic",
